Product,Channel,sales_date,sales
Product A,Channel 1,6/7/23,10650
Product A,Channel 1,6/8/23,10654
Product A,Channel 1,6/9/23,11000
Product A,Channel 1,6/10/23,2074
Product A,Channel 1,6/11/23,1063
Product A,Channel 1,6/12/23,10412
Product A,Channel 1,6/13/23,10775
Product A,Channel 1,6/14/23,10407
Product A,Channel 1,6/15/23,10502
Product A,Channel 1,6/16/23,10342
Product A,Channel 1,6/17/23,2089
Product A,Channel 1,6/18/23,1154
Product A,Channel 1,6/19/23,10542
Product A,Channel 1,6/20/23,10729
Product A,Channel 1,6/21/23,11414
Product A,Channel 1,6/22/23,10343
Product A,Channel 1,6/23/23,10514
Product A,Channel 1,6/24/23,2074
Product A,Channel 1,6/25/23,1032
Product A,Channel 1,6/26/23,11057
Product A,Channel 1,6/27/23,10120
Product A,Channel 1,6/28/23,10532
Product A,Channel 1,6/29/23,10876
Product A,Channel 1,6/30/23,10463
Product A,Channel 1,7/1/23,1947
Product A,Channel 1,7/2/23,958
Product A,Channel 1,7/3/23,10051
Product A,Channel 1,7/4/23,10489
Product A,Channel 1,7/5/23,10143
Product A,Channel 1,7/6/23,9848
Product A,Channel 1,7/7/23,9889
Product A,Channel 1,7/8/23,1918
Product A,Channel 1,7/9/23,968
Product A,Channel 1,7/10/23,9454
Product A,Channel 1,7/11/23,9735
Product A,Channel 1,7/12/23,10522
Product A,Channel 1,7/13/23,10257
Product A,Channel 1,7/14/23,9323
Product A,Channel 1,7/15/23,1908
Product A,Channel 1,7/16/23,953
Product A,Channel 1,7/17/23,10106
Product A,Channel 1,7/18/23,10017
Product A,Channel 1,7/19/23,10646
Product A,Channel 1,7/20/23,10529
Product A,Channel 1,7/21/23,9783
Product A,Channel 1,7/22/23,1861
Product A,Channel 1,7/23/23,1009
Product A,Channel 1,7/24/23,10119
Product A,Channel 1,7/25/23,10482
Product A,Channel 1,7/26/23,10474
Product A,Channel 1,7/27/23,10380
Product A,Channel 1,7/28/23,9901
Product A,Channel 1,7/29/23,1964
Product A,Channel 1,7/30/23,1031
Product A,Channel 1,7/31/23,10265
Product A,Channel 1,8/1/23,8899
Product A,Channel 1,8/2/23,8694
Product A,Channel 1,8/3/23,9479
Product A,Channel 1,8/4/23,9104
Product A,Channel 1,8/5/23,1813
Product A,Channel 1,8/6/23,973
Product A,Channel 1,8/7/23,9179
Product A,Channel 1,8/8/23,9994
Product A,Channel 1,8/9/23,9608
Product A,Channel 1,8/10/23,9751
Product A,Channel 1,8/11/23,9660
Product A,Channel 1,8/12/23,1819
Product A,Channel 1,8/13/23,955
Product A,Channel 1,8/14/23,9293
Product A,Channel 1,8/15/23,8958
Product A,Channel 1,8/16/23,9438
Product A,Channel 1,8/17/23,9831
Product A,Channel 1,8/18/23,9307
Product A,Channel 1,8/19/23,1904
Product A,Channel 1,8/20/23,984
Product A,Channel 1,8/21/23,9354
Product A,Channel 1,8/22/23,9663
Product A,Channel 1,8/23/23,9606
Product A,Channel 1,8/24/23,10325
Product A,Channel 1,8/25/23,9925
Product A,Channel 1,8/26/23,1871
Product A,Channel 1,8/27/23,916
Product A,Channel 1,8/28/23,9062
Product A,Channel 1,8/29/23,9667
Product A,Channel 1,8/30/23,8931
Product A,Channel 1,8/31/23,9978
Product A,Channel 1,9/1/23,8677
Product A,Channel 1,9/2/23,1700
Product A,Channel 1,9/3/23,833
Product A,Channel 1,9/4/23,8873
Product A,Channel 1,9/5/23,8477
Product A,Channel 1,9/6/23,8524
Product A,Channel 1,9/7/23,8989
Product A,Channel 1,9/8/23,8827
Product A,Channel 1,9/9/23,1691
Product A,Channel 1,9/10/23,836
Product A,Channel 1,9/11/23,8452
Product A,Channel 1,9/12/23,8417
Product A,Channel 1,9/13/23,8666
Product A,Channel 1,9/14/23,9098
Product A,Channel 1,9/15/23,8901
Product A,Channel 1,9/16/23,1740
Product A,Channel 1,9/17/23,905
Product A,Channel 1,9/18/23,8581
Product A,Channel 1,9/19/23,8413
Product A,Channel 1,9/20/23,8371
Product A,Channel 1,9/21/23,9048
Product A,Channel 1,9/22/23,9832
Product A,Channel 1,9/23/23,1782
Product A,Channel 1,9/24/23,869
Product A,Channel 1,9/25/23,8634
Product A,Channel 1,9/26/23,8594
Product A,Channel 1,9/27/23,8721
Product A,Channel 1,9/28/23,9650
Product A,Channel 1,9/29/23,8346
Product A,Channel 1,9/30/23,1759
Product A,Channel 1,10/1/23,1296
Product A,Channel 1,10/2/23,13012
Product A,Channel 1,10/3/23,12868
Product A,Channel 1,10/4/23,13044
Product A,Channel 1,10/5/23,13315
Product A,Channel 1,10/6/23,12979
Product A,Channel 1,10/7/23,2626
Product A,Channel 1,10/8/23,1324
Product A,Channel 1,10/9/23,12855
Product A,Channel 1,10/10/23,12872
Product A,Channel 1,10/11/23,12687
Product A,Channel 1,10/12/23,13248
Product A,Channel 1,10/13/23,13386
Product A,Channel 1,10/14/23,2727
Product A,Channel 1,10/15/23,1297
Product A,Channel 1,10/16/23,13345
Product A,Channel 1,10/17/23,12915
Product A,Channel 1,10/18/23,13328
Product A,Channel 1,10/19/23,13278
Product A,Channel 1,10/20/23,13784
Product A,Channel 1,10/21/23,2603
Product A,Channel 1,10/22/23,1354
Product A,Channel 1,10/23/23,12507
Product A,Channel 1,10/24/23,13031
Product A,Channel 1,10/25/23,13112
Product A,Channel 1,10/26/23,13094
Product A,Channel 1,10/27/23,13066
Product A,Channel 1,10/28/23,2703
Product A,Channel 1,10/29/23,1312
Product A,Channel 1,10/30/23,12764
Product A,Channel 1,10/31/23,13026
Product A,Channel 1,11/1/23,21934
Product A,Channel 1,11/2/23,21772
Product A,Channel 1,11/3/23,22544
Product A,Channel 1,11/4/23,4419
Product A,Channel 1,11/5/23,2292
Product A,Channel 1,11/6/23,23637
Product A,Channel 1,11/7/23,22023
Product A,Channel 1,11/8/23,22031
Product A,Channel 1,11/9/23,22187
Product A,Channel 1,11/10/23,22096
Product A,Channel 1,11/11/23,4443
Product A,Channel 1,11/12/23,2239
Product A,Channel 1,11/13/23,21719
Product A,Channel 1,11/14/23,22404
Product A,Channel 1,11/15/23,23389
Product A,Channel 1,11/16/23,22684
Product A,Channel 1,11/17/23,23341
Product A,Channel 1,11/18/23,4692
Product A,Channel 1,11/19/23,2184
Product A,Channel 1,11/20/23,22312
Product A,Channel 1,11/21/23,22808
Product A,Channel 1,11/22/23,22093
Product A,Channel 1,11/23/23,24361
Product A,Channel 1,11/24/23,22813
Product A,Channel 1,11/25/23,4377
Product A,Channel 1,11/26/23,2225
Product A,Channel 1,11/27/23,24079
Product A,Channel 1,11/28/23,22278
Product A,Channel 1,11/29/23,22479
Product A,Channel 1,11/30/23,22518
Product A,Channel 1,12/1/23,17278
Product A,Channel 1,12/2/23,3427
Product A,Channel 1,12/3/23,1775
Product A,Channel 1,12/4/23,17674
Product A,Channel 1,12/5/23,18542
Product A,Channel 1,12/6/23,18921
Product A,Channel 1,12/7/23,19004
Product A,Channel 1,12/8/23,18343
Product A,Channel 1,12/9/23,3745
Product A,Channel 1,12/10/23,1767
Product A,Channel 1,12/11/23,18327
Product A,Channel 1,12/12/23,18267
Product A,Channel 1,12/13/23,19013
Product A,Channel 1,12/14/23,19144
Product A,Channel 1,12/15/23,17584
Product A,Channel 1,12/16/23,3663
Product A,Channel 1,12/17/23,1758
Product A,Channel 1,12/18/23,18695
Product A,Channel 1,12/19/23,18565
Product A,Channel 1,12/20/23,18189
Product A,Channel 1,12/21/23,19928
Product A,Channel 1,12/22/23,18411
Product A,Channel 1,12/23/23,3544
Product A,Channel 1,12/24/23,1856
Product A,Channel 1,12/25/23,18214
Product A,Channel 1,12/26/23,18071
Product A,Channel 1,12/27/23,19076
Product A,Channel 1,12/28/23,18340
Product A,Channel 1,12/29/23,18505
Product A,Channel 1,12/30/23,3724
Product A,Channel 1,12/31/23,1799
Product A,Channel 1,1/1/24,7198
Product A,Channel 1,1/2/24,7263
Product A,Channel 1,1/3/24,7037
Product A,Channel 1,1/4/24,7696
Product A,Channel 1,1/5/24,7332
Product A,Channel 1,1/6/24,1381
Product A,Channel 1,1/7/24,769
Product A,Channel 1,1/8/24,7383
Product A,Channel 1,1/9/24,7897
Product A,Channel 1,1/10/24,7349
Product A,Channel 1,1/11/24,8131
Product A,Channel 1,1/12/24,7497
Product A,Channel 1,1/13/24,1454
Product A,Channel 1,1/14/24,689
Product A,Channel 1,1/15/24,7396
Product A,Channel 1,1/16/24,7304
Product A,Channel 1,1/17/24,7360
Product A,Channel 1,1/18/24,7377
Product A,Channel 1,1/19/24,7269
Product A,Channel 1,1/20/24,1509
Product A,Channel 1,1/21/24,694
Product A,Channel 1,1/22/24,7271
Product A,Channel 1,1/23/24,7386
Product A,Channel 1,1/24/24,7459
Product A,Channel 1,1/25/24,7459
Product A,Channel 1,1/26/24,7251
Product A,Channel 1,1/27/24,1504
Product A,Channel 1,1/28/24,710
Product A,Channel 1,1/29/24,7161
Product A,Channel 1,1/30/24,7092
Product A,Channel 1,1/31/24,7502
Product A,Channel 1,2/1/24,8138
Product A,Channel 1,2/2/24,8857
Product A,Channel 1,2/3/24,1621
Product A,Channel 1,2/4/24,855
Product A,Channel 1,2/5/24,8492
Product A,Channel 1,2/6/24,8085
Product A,Channel 1,2/7/24,7947
Product A,Channel 1,2/8/24,8444
Product A,Channel 1,2/9/24,8488
Product A,Channel 1,2/10/24,1590
Product A,Channel 1,2/11/24,815
Product A,Channel 1,2/12/24,7775
Product A,Channel 1,2/13/24,8250
Product A,Channel 1,2/14/24,8159
Product A,Channel 1,2/15/24,8046
Product A,Channel 1,2/16/24,8342
Product A,Channel 1,2/17/24,1539
Product A,Channel 1,2/18/24,796
Product A,Channel 1,2/19/24,8383
Product A,Channel 1,2/20/24,8608
Product A,Channel 1,2/21/24,8346
Product A,Channel 1,2/22/24,8279
Product A,Channel 1,2/23/24,8162
Product A,Channel 1,2/24/24,1628
Product A,Channel 1,2/25/24,807
Product A,Channel 1,2/26/24,8909
Product A,Channel 1,2/27/24,8223
Product A,Channel 1,2/28/24,8616
Product A,Channel 1,2/29/24,8349
Product A,Channel 1,3/1/24,9530
Product A,Channel 1,3/2/24,1890
Product A,Channel 1,3/3/24,924
Product A,Channel 1,3/4/24,9034
Product A,Channel 1,3/5/24,9180
Product A,Channel 1,3/6/24,9032
Product A,Channel 1,3/7/24,9761
Product A,Channel 1,3/8/24,9135
Product A,Channel 1,3/9/24,1816
Product A,Channel 1,3/10/24,900
Product A,Channel 1,3/11/24,9634
Product A,Channel 1,3/12/24,9982
Product A,Channel 1,3/13/24,9725
Product A,Channel 1,3/14/24,9092
Product A,Channel 1,3/15/24,9296
Product A,Channel 1,3/16/24,1831
Product A,Channel 1,3/17/24,989
Product A,Channel 1,3/18/24,9774
Product A,Channel 1,3/19/24,9963
Product A,Channel 1,3/20/24,9206
Product A,Channel 1,3/21/24,9982
Product A,Channel 1,3/22/24,9068
Product A,Channel 1,3/23/24,1975
Product A,Channel 1,3/24/24,874
Product A,Channel 1,3/25/24,9737
Product A,Channel 1,3/26/24,9345
Product A,Channel 1,3/27/24,10227
Product A,Channel 1,3/28/24,9313
Product A,Channel 1,3/29/24,9423
Product A,Channel 1,3/30/24,1827
Product A,Channel 1,3/31/24,912
Product A,Channel 2,1/1/19,593
Product A,Channel 2,1/2/19,618
Product A,Channel 2,1/3/19,574
Product A,Channel 2,1/4/19,568
Product A,Channel 2,1/5/19,123
Product A,Channel 2,1/6/19,62
Product A,Channel 2,1/7/19,644
Product A,Channel 2,1/8/19,644
Product A,Channel 2,1/9/19,621
Product A,Channel 2,1/10/19,642
Product A,Channel 2,1/11/19,604
Product A,Channel 2,1/12/19,116
Product A,Channel 2,1/13/19,58
Product A,Channel 2,1/14/19,591
Product A,Channel 2,1/15/19,591
Product A,Channel 2,1/16/19,671
Product A,Channel 2,1/17/19,596
Product A,Channel 2,1/18/19,573
Product A,Channel 2,1/19/19,124
Product A,Channel 2,1/20/19,62
Product A,Channel 2,1/21/19,632
Product A,Channel 2,1/22/19,644
Product A,Channel 2,1/23/19,625
Product A,Channel 2,1/24/19,618
Product A,Channel 2,1/25/19,638
Product A,Channel 2,1/26/19,120
Product A,Channel 2,1/27/19,68
Product A,Channel 2,1/28/19,679
Product A,Channel 2,1/29/19,641
Product A,Channel 2,1/30/19,613
Product A,Channel 2,1/31/19,679
Product A,Channel 2,2/1/19,743
Product A,Channel 2,2/2/19,151
Product A,Channel 2,2/3/19,72
Product A,Channel 2,2/4/19,768
Product A,Channel 2,2/5/19,768
Product A,Channel 2,2/6/19,751
Product A,Channel 2,2/7/19,752
Product A,Channel 2,2/8/19,706
Product A,Channel 2,2/9/19,146
Product A,Channel 2,2/10/19,76
Product A,Channel 2,2/11/19,757
Product A,Channel 2,2/12/19,774
Product A,Channel 2,2/13/19,759
Product A,Channel 2,2/14/19,789
Product A,Channel 2,2/15/19,778
Product A,Channel 2,2/16/19,151
Product A,Channel 2,2/17/19,70
Product A,Channel 2,2/18/19,694
Product A,Channel 2,2/19/19,746
Product A,Channel 2,2/20/19,764
Product A,Channel 2,2/21/19,824
Product A,Channel 2,2/22/19,776
Product A,Channel 2,2/23/19,153
Product A,Channel 2,2/24/19,75
Product A,Channel 2,2/25/19,810
Product A,Channel 2,2/26/19,858
Product A,Channel 2,2/27/19,749
Product A,Channel 2,2/28/19,821
Product A,Channel 2,3/1/19,885
Product A,Channel 2,3/2/19,180
Product A,Channel 2,3/3/19,86
Product A,Channel 2,3/4/19,863
Product A,Channel 2,3/5/19,842
Product A,Channel 2,3/6/19,965
Product A,Channel 2,3/7/19,947
Product A,Channel 2,3/8/19,864
Product A,Channel 2,3/9/19,181
Product A,Channel 2,3/10/19,82
Product A,Channel 2,3/11/19,906
Product A,Channel 2,3/12/19,900
Product A,Channel 2,3/13/19,903
Product A,Channel 2,3/14/19,936
Product A,Channel 2,3/15/19,875
Product A,Channel 2,3/16/19,178
Product A,Channel 2,3/17/19,98
Product A,Channel 2,3/18/19,885
Product A,Channel 2,3/19/19,900
Product A,Channel 2,3/20/19,908
Product A,Channel 2,3/21/19,954
Product A,Channel 2,3/22/19,933
Product A,Channel 2,3/23/19,187
Product A,Channel 2,3/24/19,91
Product A,Channel 2,3/25/19,952
Product A,Channel 2,3/26/19,944
Product A,Channel 2,3/27/19,917
Product A,Channel 2,3/28/19,878
Product A,Channel 2,3/29/19,927
Product A,Channel 2,3/30/19,183
Product A,Channel 2,3/31/19,91
Product A,Channel 2,4/1/19,1035
Product A,Channel 2,4/2/19,1038
Product A,Channel 2,4/3/19,989
Product A,Channel 2,4/4/19,1010
Product A,Channel 2,4/5/19,1017
Product A,Channel 2,4/6/19,223
Product A,Channel 2,4/7/19,101
Product A,Channel 2,4/8/19,1037
Product A,Channel 2,4/9/19,1045
Product A,Channel 2,4/10/19,1150
Product A,Channel 2,4/11/19,1130
Product A,Channel 2,4/12/19,1052
Product A,Channel 2,4/13/19,221
Product A,Channel 2,4/14/19,105
Product A,Channel 2,4/15/19,1043
Product A,Channel 2,4/16/19,1085
Product A,Channel 2,4/17/19,1101
Product A,Channel 2,4/18/19,1134
Product A,Channel 2,4/19/19,1062
Product A,Channel 2,4/20/19,210
Product A,Channel 2,4/21/19,111
Product A,Channel 2,4/22/19,1096
Product A,Channel 2,4/23/19,1167
Product A,Channel 2,4/24/19,1050
Product A,Channel 2,4/25/19,1108
Product A,Channel 2,4/26/19,1094
Product A,Channel 2,4/27/19,212
Product A,Channel 2,4/28/19,117
Product A,Channel 2,4/29/19,1157
Product A,Channel 2,4/30/19,1068
Product A,Channel 2,5/1/19,1322
Product A,Channel 2,5/2/19,1283
Product A,Channel 2,5/3/19,1178
Product A,Channel 2,5/4/19,223
Product A,Channel 2,5/5/19,117
Product A,Channel 2,5/6/19,1233
Product A,Channel 2,5/7/19,1221
Product A,Channel 2,5/8/19,1188
Product A,Channel 2,5/9/19,1249
Product A,Channel 2,5/10/19,1232
Product A,Channel 2,5/11/19,255
Product A,Channel 2,5/12/19,123
Product A,Channel 2,5/13/19,1282
Product A,Channel 2,5/14/19,1248
Product A,Channel 2,5/15/19,1279
Product A,Channel 2,5/16/19,1393
Product A,Channel 2,5/17/19,1263
Product A,Channel 2,5/18/19,251
Product A,Channel 2,5/19/19,122
Product A,Channel 2,5/20/19,1143
Product A,Channel 2,5/21/19,1342
Product A,Channel 2,5/22/19,1231
Product A,Channel 2,5/23/19,1313
Product A,Channel 2,5/24/19,1208
Product A,Channel 2,5/25/19,250
Product A,Channel 2,5/26/19,131
Product A,Channel 2,5/27/19,1266
Product A,Channel 2,5/28/19,1258
Product A,Channel 2,5/29/19,1310
Product A,Channel 2,5/30/19,1336
Product A,Channel 2,5/31/19,1360
Product A,Channel 2,6/1/19,278
Product A,Channel 2,6/2/19,130
Product A,Channel 2,6/3/19,1414
Product A,Channel 2,6/4/19,1404
Product A,Channel 2,6/5/19,1492
Product A,Channel 2,6/6/19,1406
Product A,Channel 2,6/7/19,1467
Product A,Channel 2,6/8/19,287
Product A,Channel 2,6/9/19,139
Product A,Channel 2,6/10/19,1439
Product A,Channel 2,6/11/19,1503
Product A,Channel 2,6/12/19,1433
Product A,Channel 2,6/13/19,1408
Product A,Channel 2,6/14/19,1368
Product A,Channel 2,6/15/19,282
Product A,Channel 2,6/16/19,153
Product A,Channel 2,6/17/19,1473
Product A,Channel 2,6/18/19,1351
Product A,Channel 2,6/19/19,1469
Product A,Channel 2,6/20/19,1583
Product A,Channel 2,6/21/19,1454
Product A,Channel 2,6/22/19,310
Product A,Channel 2,6/23/19,143
Product A,Channel 2,6/24/19,1572
Product A,Channel 2,6/25/19,1511
Product A,Channel 2,6/26/19,1493
Product A,Channel 2,6/27/19,1530
Product A,Channel 2,6/28/19,1595
Product A,Channel 2,6/29/19,298
Product A,Channel 2,6/30/19,161
Product A,Channel 2,7/1/19,1392
Product A,Channel 2,7/2/19,1394
Product A,Channel 2,7/3/19,1281
Product A,Channel 2,7/4/19,1406
Product A,Channel 2,7/5/19,1387
Product A,Channel 2,7/6/19,287
Product A,Channel 2,7/7/19,144
Product A,Channel 2,7/8/19,1422
Product A,Channel 2,7/9/19,1429
Product A,Channel 2,7/10/19,1419
Product A,Channel 2,7/11/19,1360
Product A,Channel 2,7/12/19,1468
Product A,Channel 2,7/13/19,287
Product A,Channel 2,7/14/19,138
Product A,Channel 2,7/15/19,1364
Product A,Channel 2,7/16/19,1510
Product A,Channel 2,7/17/19,1455
Product A,Channel 2,7/18/19,1440
Product A,Channel 2,7/19/19,1461
Product A,Channel 2,7/20/19,266
Product A,Channel 2,7/21/19,139
Product A,Channel 2,7/22/19,1444
Product A,Channel 2,7/23/19,1389
Product A,Channel 2,7/24/19,1479
Product A,Channel 2,7/25/19,1440
Product A,Channel 2,7/26/19,1396
Product A,Channel 2,7/27/19,280
Product A,Channel 2,7/28/19,141
Product A,Channel 2,7/29/19,1504
Product A,Channel 2,7/30/19,1453
Product A,Channel 2,7/31/19,1466
Product A,Channel 2,8/1/19,1407
Product A,Channel 2,8/2/19,1364
Product A,Channel 2,8/3/19,277
Product A,Channel 2,8/4/19,134
Product A,Channel 2,8/5/19,1409
Product A,Channel 2,8/6/19,1356
Product A,Channel 2,8/7/19,1391
Product A,Channel 2,8/8/19,1437
Product A,Channel 2,8/9/19,1319
Product A,Channel 2,8/10/19,276
Product A,Channel 2,8/11/19,134
Product A,Channel 2,8/12/19,1370
Product A,Channel 2,8/13/19,1304
Product A,Channel 2,8/14/19,1321
Product A,Channel 2,8/15/19,1493
Product A,Channel 2,8/16/19,1346
Product A,Channel 2,8/17/19,281
Product A,Channel 2,8/18/19,131
Product A,Channel 2,8/19/19,1434
Product A,Channel 2,8/20/19,1392
Product A,Channel 2,8/21/19,1456
Product A,Channel 2,8/22/19,1478
Product A,Channel 2,8/23/19,1323
Product A,Channel 2,8/24/19,279
Product A,Channel 2,8/25/19,132
Product A,Channel 2,8/26/19,1337
Product A,Channel 2,8/27/19,1406
Product A,Channel 2,8/28/19,1458
Product A,Channel 2,8/29/19,1472
Product A,Channel 2,8/30/19,1401
Product A,Channel 2,8/31/19,284
Product A,Channel 2,9/1/19,126
Product A,Channel 2,9/2/19,1296
Product A,Channel 2,9/3/19,1320
Product A,Channel 2,9/4/19,1413
Product A,Channel 2,9/5/19,1352
Product A,Channel 2,9/6/19,1278
Product A,Channel 2,9/7/19,262
Product A,Channel 2,9/8/19,127
Product A,Channel 2,9/9/19,1419
Product A,Channel 2,9/10/19,1234
Product A,Channel 2,9/11/19,1270
Product A,Channel 2,9/12/19,1374
Product A,Channel 2,9/13/19,1371
Product A,Channel 2,9/14/19,264
Product A,Channel 2,9/15/19,137
Product A,Channel 2,9/16/19,1324
Product A,Channel 2,9/17/19,1275
Product A,Channel 2,9/18/19,1338
Product A,Channel 2,9/19/19,1289
Product A,Channel 2,9/20/19,1337
Product A,Channel 2,9/21/19,263
Product A,Channel 2,9/22/19,127
Product A,Channel 2,9/23/19,1336
Product A,Channel 2,9/24/19,1287
Product A,Channel 2,9/25/19,1319
Product A,Channel 2,9/26/19,1335
Product A,Channel 2,9/27/19,1390
Product A,Channel 2,9/28/19,253
Product A,Channel 2,9/29/19,129
Product A,Channel 2,9/30/19,1318
Product A,Channel 2,10/1/19,2165
Product A,Channel 2,10/2/19,2180
Product A,Channel 2,10/3/19,2036
Product A,Channel 2,10/4/19,2052
Product A,Channel 2,10/5/19,434
Product A,Channel 2,10/6/19,193
Product A,Channel 2,10/7/19,1964
Product A,Channel 2,10/8/19,2070
Product A,Channel 2,10/9/19,1989
Product A,Channel 2,10/10/19,2166
Product A,Channel 2,10/11/19,1996
Product A,Channel 2,10/12/19,407
Product A,Channel 2,10/13/19,203
Product A,Channel 2,10/14/19,1931
Product A,Channel 2,10/15/19,2244
Product A,Channel 2,10/16/19,2087
Product A,Channel 2,10/17/19,2225
Product A,Channel 2,10/18/19,1968
Product A,Channel 2,10/19/19,437
Product A,Channel 2,10/20/19,195
Product A,Channel 2,10/21/19,2045
Product A,Channel 2,10/22/19,2047
Product A,Channel 2,10/23/19,2234
Product A,Channel 2,10/24/19,2092
Product A,Channel 2,10/25/19,2062
Product A,Channel 2,10/26/19,414
Product A,Channel 2,10/27/19,204
Product A,Channel 2,10/28/19,2224
Product A,Channel 2,10/29/19,2197
Product A,Channel 2,10/30/19,2059
Product A,Channel 2,10/31/19,2289
Product A,Channel 2,11/1/19,3657
Product A,Channel 2,11/2/19,704
Product A,Channel 2,11/3/19,367
Product A,Channel 2,11/4/19,3689
Product A,Channel 2,11/5/19,3546
Product A,Channel 2,11/6/19,3716
Product A,Channel 2,11/7/19,3527
Product A,Channel 2,11/8/19,3518
Product A,Channel 2,11/9/19,723
Product A,Channel 2,11/10/19,372
Product A,Channel 2,11/11/19,3541
Product A,Channel 2,11/12/19,3576
Product A,Channel 2,11/13/19,3781
Product A,Channel 2,11/14/19,3581
Product A,Channel 2,11/15/19,3686
Product A,Channel 2,11/16/19,711
Product A,Channel 2,11/17/19,372
Product A,Channel 2,11/18/19,3695
Product A,Channel 2,11/19/19,3491
Product A,Channel 2,11/20/19,3862
Product A,Channel 2,11/21/19,3856
Product A,Channel 2,11/22/19,3544
Product A,Channel 2,11/23/19,708
Product A,Channel 2,11/24/19,367
Product A,Channel 2,11/25/19,3450
Product A,Channel 2,11/26/19,3783
Product A,Channel 2,11/27/19,3678
Product A,Channel 2,11/28/19,3649
Product A,Channel 2,11/29/19,3682
Product A,Channel 2,11/30/19,737
Product A,Channel 2,12/1/19,312
Product A,Channel 2,12/2/19,3020
Product A,Channel 2,12/3/19,3065
Product A,Channel 2,12/4/19,3290
Product A,Channel 2,12/5/19,3120
Product A,Channel 2,12/6/19,2967
Product A,Channel 2,12/7/19,673
Product A,Channel 2,12/8/19,300
Product A,Channel 2,12/9/19,2967
Product A,Channel 2,12/10/19,3018
Product A,Channel 2,12/11/19,3225
Product A,Channel 2,12/12/19,3048
Product A,Channel 2,12/13/19,2997
Product A,Channel 2,12/14/19,582
Product A,Channel 2,12/15/19,301
Product A,Channel 2,12/16/19,2958
Product A,Channel 2,12/17/19,3040
Product A,Channel 2,12/18/19,3240
Product A,Channel 2,12/19/19,3223
Product A,Channel 2,12/20/19,3084
Product A,Channel 2,12/21/19,581
Product A,Channel 2,12/22/19,305
Product A,Channel 2,12/23/19,2981
Product A,Channel 2,12/24/19,3048
Product A,Channel 2,12/25/19,3169
Product A,Channel 2,12/26/19,3223
Product A,Channel 2,12/27/19,2917
Product A,Channel 2,12/28/19,611
Product A,Channel 2,12/29/19,301
Product A,Channel 2,12/30/19,3149
Product A,Channel 2,12/31/19,2998
Product A,Channel 2,1/1/20,987
Product A,Channel 2,1/2/20,935
Product A,Channel 2,1/3/20,982
Product A,Channel 2,1/4/20,186
Product A,Channel 2,1/5/20,92
Product A,Channel 2,1/6/20,936
Product A,Channel 2,1/7/20,967
Product A,Channel 2,1/8/20,976
Product A,Channel 2,1/9/20,983
Product A,Channel 2,1/10/20,920
Product A,Channel 2,1/11/20,201
Product A,Channel 2,1/12/20,91
Product A,Channel 2,1/13/20,1052
Product A,Channel 2,1/14/20,1012
Product A,Channel 2,1/15/20,945
Product A,Channel 2,1/16/20,1053
Product A,Channel 2,1/17/20,990
Product A,Channel 2,1/18/20,201
Product A,Channel 2,1/19/20,98
Product A,Channel 2,1/20/20,1017
Product A,Channel 2,1/21/20,999
Product A,Channel 2,1/22/20,1001
Product A,Channel 2,1/23/20,1035
Product A,Channel 2,1/24/20,969
Product A,Channel 2,1/25/20,186
Product A,Channel 2,1/26/20,98
Product A,Channel 2,1/27/20,988
Product A,Channel 2,1/28/20,969
Product A,Channel 2,1/29/20,990
Product A,Channel 2,1/30/20,958
Product A,Channel 2,1/31/20,1005
Product A,Channel 2,2/1/20,222
Product A,Channel 2,2/2/20,110
Product A,Channel 2,2/3/20,1087
Product A,Channel 2,2/4/20,1107
Product A,Channel 2,2/5/20,1206
Product A,Channel 2,2/6/20,1227
Product A,Channel 2,2/7/20,1051
Product A,Channel 2,2/8/20,227
Product A,Channel 2,2/9/20,115
Product A,Channel 2,2/10/20,1134
Product A,Channel 2,2/11/20,1105
Product A,Channel 2,2/12/20,1097
Product A,Channel 2,2/13/20,1185
Product A,Channel 2,2/14/20,1142
Product A,Channel 2,2/15/20,233
Product A,Channel 2,2/16/20,113
Product A,Channel 2,2/17/20,1118
Product A,Channel 2,2/18/20,1158
Product A,Channel 2,2/19/20,1129
Product A,Channel 2,2/20/20,1145
Product A,Channel 2,2/21/20,1102
Product A,Channel 2,2/22/20,240
Product A,Channel 2,2/23/20,119
Product A,Channel 2,2/24/20,1127
Product A,Channel 2,2/25/20,1119
Product A,Channel 2,2/26/20,1160
Product A,Channel 2,2/27/20,1182
Product A,Channel 2,2/28/20,1141
Product A,Channel 2,2/29/20,224
Product A,Channel 2,3/1/20,126
Product A,Channel 2,3/2/20,1303
Product A,Channel 2,3/3/20,1414
Product A,Channel 2,3/4/20,1249
Product A,Channel 2,3/5/20,1328
Product A,Channel 2,3/6/20,1275
Product A,Channel 2,3/7/20,263
Product A,Channel 2,3/8/20,117
Product A,Channel 2,3/9/20,1185
Product A,Channel 2,3/10/20,1336
Product A,Channel 2,3/11/20,1281
Product A,Channel 2,3/12/20,1298
Product A,Channel 2,3/13/20,1339
Product A,Channel 2,3/14/20,258
Product A,Channel 2,3/15/20,127
Product A,Channel 2,3/16/20,1240
Product A,Channel 2,3/17/20,1332
Product A,Channel 2,3/18/20,1345
Product A,Channel 2,3/19/20,1362
Product A,Channel 2,3/20/20,1330
Product A,Channel 2,3/21/20,255
Product A,Channel 2,3/22/20,127
Product A,Channel 2,3/23/20,1353
Product A,Channel 2,3/24/20,1388
